tanggal,Produk,penjualan
2024-11-04,Signature Coffee / ICE,2
2024-11-05,Americano / ICE,1
2024-11-05,Capuccino / ICE,1
2024-11-05,Hazelnut Coffee / ICE,2
2024-11-05,Kopi Aren / ICE,2
2024-11-06,Butterscotch Coffee / ICE,1
2024-11-06,Hazelnut Coffee / ICE,2
2024-11-06,Kopi Aren / ICE,3
2024-11-06,Mocha / ICE,2
2024-11-06,Rum Coffee / ICE,1
2024-11-06,Salted Caramel Machiato / ICE,1
2024-11-07,Americano / ICE,1
2024-11-07,Butterscotch Coffee / ICE,1
2024-11-07,Capuccino / ICE,1
2024-11-07,Hazelnut Coffee / ICE,3
2024-11-07,Kopi Aren / HOT,2
2024-11-07,Kopi Aren / ICE,6
2024-11-07,Salted Caramel Machiato / ICE,1
2024-11-08,Americano / ICE,1
2024-11-08,Butterscotch Coffee / ICE,1
2024-11-08,Capuccino / ICE,1
2024-11-08,Hazelnut Coffee / ICE,1
2024-11-08,Kopi Aren / ICE,4
2024-11-08,Salted Caramel Machiato / ICE,2
2024-11-09,Americano / ICE,3
2024-11-09,Butterscotch Coffee / ICE,1
2024-11-09,Hazelnut Coffee / ICE,3
2024-11-09,Kopi Aren / HOT,3
2024-11-09,Kopi Aren / ICE,5
2024-11-09,Longblack / HOT,1
2024-11-09,Mocha / ICE,1
2024-11-09,Salted Caramel Machiato / HOT,1
2024-11-09,Salted Caramel Machiato / ICE,1
2024-11-09,Signature Coffee / ICE,1
2024-11-10,Americano / ICE,2
2024-11-10,Butterscotch Coffee / HOT,1
2024-11-10,Capuccino / ICE,1
2024-11-10,Hazelnut Coffee / ICE,6
2024-11-10,Kopi Aren / ICE,1
2024-11-10,Rum Coffee / ICE,1
2024-11-10,Salted Caramel Machiato / ICE,2
2024-11-11,Americano / ICE,3
2024-11-11,Butterscotch Coffee / ICE,1
2024-11-11,Capuccino / ICE,1
2024-11-11,Hazelnut Coffee / ICE,1
2024-11-11,Kopi Aren / ICE,5
2024-11-12,Americano / ICE,1
2024-11-12,Capuccino / ICE,1
2024-11-12,Hazelnut Coffee / HOT,1
2024-11-12,Hazelnut Coffee / ICE,2
2024-11-12,Kopi Aren / ICE,4
2024-11-13,Americano / HOT,2
2024-11-13,Americano / ICE,5
2024-11-13,Butterscotch Coffee / ICE,2
2024-11-13,Espresso / HOT,1
2024-11-13,Hazelnut Coffee / ICE,1
2024-11-13,Kopi Aren / ICE,1
2024-11-13,Longblack / HOT,1
2024-11-13,Salted Caramel Machiato / ICE,1
2024-11-14,Americano / ICE,5
2024-11-14,Avocado Coffee / ICE,1
2024-11-14,Hazelnut Coffee / ICE,2
2024-11-14,Kopi Aren / ICE,2
2024-11-14,Matcha Coffee / HOT,1
2024-11-14,Salted Caramel Machiato / ICE,2
2024-11-15,Capuccino / ICE,1
2024-11-15,Hazelnut Coffee / ICE,4
2024-11-15,Kopi Aren / ICE,5
2024-11-15,Mocha / ICE,1
2024-11-15,Rum Coffee / HOT,1
2024-11-15,Salted Caramel Machiato / ICE,2
2024-11-16,Americano / ICE,2
2024-11-16,Capuccino / ICE,1
2024-11-16,Hazelnut Coffee / ICE,3
2024-11-16,Kopi Aren / ICE,3
2024-11-16,Mocha / ICE,1
2024-11-17,Americano / ICE,1
2024-11-17,Butterscotch Coffee / ICE,1
2024-11-17,Capuccino / ICE,2
2024-11-17,Hazelnut Coffee / ICE,2
2024-11-17,Kopi Aren / ICE,5
2024-11-17,Mocha / ICE,1
2024-11-17,Salted Caramel Machiato / ICE,3
2024-11-17,Signature Coffee / ICE,1
2024-11-17,Strawberry Coffee / ICE,1
2024-11-18,Capuccino / ICE,1
2024-11-18,Kopi Aren / HOT,1
2024-11-18,Longblack / HOT,1
2024-11-19,Americano / HOT,1
2024-11-19,Americano / ICE,1
2024-11-19,Butterscotch Coffee / ICE,1
2024-11-19,Capuccino / HOT,1
2024-11-19,Capuccino / ICE,1
2024-11-19,Hazelnut Coffee / ICE,5
2024-11-19,Kopi Aren / HOT,2
2024-11-19,Kopi Aren / ICE,11
2024-11-19,Matcha Coffee / ICE,1
2024-11-19,Mocha / ICE,1
2024-11-19,Rum Coffee / ICE,1
2024-11-20,Americano / ICE,1
2024-11-20,Capuccino / ICE,2
2024-11-20,Hazelnut Coffee / ICE,2
2024-11-20,Kopi Aren / HOT,5
2024-11-20,Kopi Aren / ICE,3
2024-11-20,Salted Caramel Machiato / ICE,1
2024-11-20,Signature Coffee / ICE,1
2024-11-21,Capuccino / ICE,1
2024-11-21,Hazelnut Coffee / ICE,2
2024-11-21,Kopi Aren / HOT,1
2024-11-21,Kopi Aren / ICE,4
2024-11-21,Longblack / HOT,1
2024-11-21,Matcha Coffee / ICE,1
2024-11-21,Salted Caramel Machiato / ICE,1
2024-11-21,Signature Coffee / ICE,1
2024-11-22,Americano / HOT,1
2024-11-22,Americano / ICE,1
2024-11-22,Hazelnut Coffee / ICE,1
2024-11-22,Kopi Aren / ICE,6
2024-11-22,Matcha Coffee / ICE,1
2024-11-22,Mocha / ICE,1
2024-11-22,Salted Caramel Machiato / ICE,4
2024-11-23,Americano / HOT,1
2024-11-23,Americano / ICE,3
2024-11-23,Capuccino / ICE,2
2024-11-23,Espresso / HOT,1
2024-11-23,Hazelnut Coffee / ICE,1
2024-11-23,Kopi Aren / ICE,13
2024-11-23,Longblack / ICE,1
2024-11-23,Salted Caramel Machiato / ICE,1
2024-11-24,Americano / HOT,1
2024-11-24,Kopi Aren / HOT,3
2024-11-24,Kopi Aren / ICE,8
2024-11-24,Mocha / HOT,1
2024-11-24,Mocha / ICE,1
2024-11-24,Salted Caramel Machiato / ICE,1
2024-11-25,Americano / ICE,2
2024-11-25,Avocado Coffee / ICE,1
2024-11-25,Butterscotch Coffee / ICE,1
2024-11-25,Capuccino / HOT,1
2024-11-25,Capuccino / ICE,3
2024-11-25,Hazelnut Coffee / ICE,1
2024-11-25,Kopi Aren / ICE,5
2024-11-25,Salted Caramel Machiato / ICE,3
2024-11-26,Americano / ICE,2
2024-11-26,Avocado Coffee / ICE,1
2024-11-26,Capuccino / HOT,2
2024-11-26,Capuccino / ICE,1
2024-11-26,Kopi Aren / ICE,6
2024-11-26,Mocha / HOT,1
2024-11-27,Americano / HOT,1
2024-11-27,Americano / ICE,1
2024-11-27,Butterscotch Coffee / ICE,1
2024-11-27,Hazelnut Coffee / ICE,4
2024-11-27,Kopi Aren / ICE,7
2024-11-27,Salted Caramel Machiato / HOT,3
2024-11-27,Salted Caramel Machiato / ICE,1
2024-11-28,Americano / ICE,2
2024-11-28,Avocado Coffee / ICE,1
2024-11-28,Butterscotch Coffee / ICE,1
2024-11-28,Capuccino / HOT,1
2024-11-28,Capuccino / ICE,2
2024-11-28,Hazelnut Coffee / ICE,1
2024-11-28,Kopi Aren / HOT,2
2024-11-28,Kopi Aren / ICE,5
2024-11-28,Kopi Pandan / ICE,1
2024-11-29,Capuccino / ICE,1
2024-11-29,Kopi Aren / HOT,2
2024-11-29,Kopi Aren / ICE,9
2024-11-29,Kopi Pandan / ICE,1
2024-11-29,Salted Caramel Machiato / ICE,2
2024-11-29,Signature Coffee / ICE,1
2024-11-30,Americano / HOT,3
2024-11-30,Americano / ICE,2
2024-11-30,Capuccino / ICE,3
2024-11-30,Espresso / ICE,1
2024-11-30,Hazelnut Coffee / ICE,7
2024-11-30,Kopi Aren / ICE,5
2024-11-30,Matcha Coffee / ICE,1
2024-11-30,Mocha / ICE,2
2024-11-30,Salted Caramel Machiato / HOT,1
2024-11-30,Salted Caramel Machiato / ICE,4
2024-11-30,Signature Coffee / ICE,1
2024-12-01,Americano / ICE,4
2024-12-01,Butterscotch Coffee / HOT,1
2024-12-01,Capuccino / HOT,1
2024-12-01,Capuccino / ICE,4
2024-12-01,Hazelnut Coffee / HOT,1
2024-12-01,Hazelnut Coffee / ICE,2
2024-12-01,Kopi Pandan / ICE,1
2024-12-01,Mocha / ICE,1
2024-12-01,Rum Coffee / ICE,1
2024-12-01,Signature Coffee / ICE,2
2024-12-02,Americano / HOT,1
2024-12-02,Hazelnut Coffee / ICE,2
2024-12-02,Kopi Aren / HOT,5
2024-12-02,Kopi Aren / ICE,1
2024-12-02,Longblack / HOT,1
2024-12-03,Americano / ICE,2
2024-12-03,Butterscotch Coffee / ICE,1
2024-12-03,Capuccino / HOT,1
2024-12-03,Capuccino / ICE,3
2024-12-03,Hazelnut Coffee / ICE,3
2024-12-03,Kopi Aren / ICE,2
2024-12-03,Kopi Pandan / ICE,1
2024-12-03,Matcha Coffee / ICE,2
2024-12-03,Mocha / ICE,1
2024-12-03,Signature Coffee / ICE,1
2024-12-04,Americano / ICE,4
2024-12-04,Capuccino / ICE,3
2024-12-04,Hazelnut Coffee / ICE,2
2024-12-04,Kopi Aren / HOT,1
2024-12-04,Kopi Aren / ICE,9
2024-12-04,Longblack / HOT,1
2024-12-04,Salted Caramel Machiato / ICE,2
2024-12-05,Americano / HOT,1
2024-12-05,Americano / ICE,1
2024-12-05,Capuccino / ICE,1
2024-12-05,Hazelnut Coffee / ICE,1
2024-12-05,Kopi Aren / ICE,4
2024-12-06,Americano / ICE,1
2024-12-06,Capuccino / ICE,1
2024-12-06,Hazelnut Coffee / ICE,4
2024-12-06,Kopi Aren / ICE,8
2024-12-06,Salted Caramel Machiato / HOT,1
2024-12-06,Salted Caramel Machiato / ICE,2
2024-12-07,Americano / ICE,3
2024-12-07,Butterscotch Coffee / ICE,1
2024-12-07,Capuccino / ICE,2
2024-12-07,Hazelnut Coffee / ICE,3
2024-12-07,Kopi Aren / ICE,4
2024-12-07,Salted Caramel Machiato / ICE,1
2024-12-08,Americano / HOT,2
2024-12-08,Americano / ICE,2
2024-12-08,Hazelnut Coffee / ICE,2
2024-12-08,Kopi Aren / ICE,5
2024-12-08,Longblack / HOT,1
2024-12-08,Salted Caramel Machiato / ICE,1
2024-12-09,#NAME?,1
2024-12-09,Americano / ICE,1
2024-12-09,Avocado Coffee / HOT,1
2024-12-09,Butterscotch Coffee / ICE,1
2024-12-09,Hazelnut Coffee / ICE,2
2024-12-09,Kopi Aren / HOT,2
2024-12-09,Kopi Aren / ICE,3
2024-12-09,Salted Caramel Machiato / HOT,2
2024-12-10,Americano / ICE,3
2024-12-10,Butterscotch Coffee / ICE,1
2024-12-10,Capuccino / ICE,1
2024-12-10,Hazelnut Coffee / ICE,1
2024-12-10,Kopi Aren / ICE,6
2024-12-10,Signature Coffee / ICE,3
2024-12-11,#NAME?,1
2024-12-11,Americano / ICE,1
2024-12-11,Capuccino / ICE,1
2024-12-11,Hazelnut Coffee / ICE,1
2024-12-11,Kopi Aren / ICE,4
2024-12-12,Americano / ICE,1
2024-12-12,Capuccino / ICE,2
2024-12-12,Hazelnut Coffee / ICE,2
2024-12-12,Kopi Aren / ICE,2
2024-12-13,Americano / HOT,2
2024-12-13,Americano / ICE,1
2024-12-13,Avocado Coffee / ICE,1
2024-12-13,Butterscotch Coffee / ICE,2
2024-12-13,Hazelnut Coffee / HOT,1
2024-12-13,Kopi Aren / ICE,9
2024-12-13,Longblack / ICE,1
2024-12-13,Signature Coffee / ICE,1
2024-12-14,Americano / HOT,1
2024-12-14,Americano / ICE,2
2024-12-14,Butterscotch Coffee / ICE,3
2024-12-14,Capuccino / ICE,1
2024-12-14,Hazelnut Coffee / HOT,1
2024-12-14,Hazelnut Coffee / ICE,4
2024-12-14,Kopi Aren / HOT,2
2024-12-14,Kopi Aren / ICE,1
2024-12-14,Matcha Coffee / HOT,2
2024-12-14,Matcha Coffee / ICE,1
2024-12-14,Rum Coffee / ICE,1
2024-12-14,Signature Coffee / ICE,3
2024-12-15,Americano / HOT,1
2024-12-15,Americano / ICE,1
2024-12-15,Capuccino / HOT,1
2024-12-15,Hazelnut Coffee / ICE,1
2024-12-15,Kopi Aren / ICE,3
2024-12-15,Matcha Coffee / ICE,1
2024-12-15,Salted Caramel Machiato / ICE,4
2024-12-16,#NAME?,1
2024-12-16,Americano / ICE,1
2024-12-16,Avocado Coffee / ICE,1
2024-12-16,Capuccino / ICE,1
2024-12-16,Kopi Aren / HOT,2
2024-12-16,Kopi Aren / ICE,1
2024-12-16,Salted Caramel Machiato / ICE,2
2024-12-17,Americano / ICE,1
2024-12-17,Butterscotch Coffee / ICE,1
2024-12-17,Capuccino / ICE,2
2024-12-17,Hazelnut Coffee / ICE,3
2024-12-17,Kopi Aren / ICE,5
2024-12-17,Signature Coffee / ICE,1
2024-12-18,Americano / HOT,1
2024-12-18,Americano / ICE,3
2024-12-18,Avocado Coffee / ICE,1
2024-12-18,Capuccino / ICE,2
2024-12-18,Kopi Aren / ICE,7
2024-12-18,Salted Caramel Machiato / ICE,1
2024-12-19,Capuccino / ICE,1
2024-12-19,Kopi Aren / ICE,2
2024-12-19,Longblack / HOT,1
2024-12-20,Americano / HOT,1
2024-12-20,Americano / ICE,4
2024-12-20,Capuccino / ICE,2
2024-12-20,Kopi Aren / ICE,7
2024-12-20,Salted Caramel Machiato / ICE,1
2024-12-21,Americano / ICE,7
2024-12-21,Butterscotch Coffee / ICE,1
2024-12-21,Hazelnut Coffee / ICE,1
2024-12-21,Kopi Aren / ICE,7
2024-12-21,Kopi Pandan / ICE,1
2024-12-21,Longblack / HOT,1
2024-12-21,Longblack / ICE,1
2024-12-21,Rum Coffee / ICE,2
2024-12-21,Salted Caramel Machiato / HOT,1
2024-12-21,Salted Caramel Machiato / ICE,1
2024-12-22,Americano / ICE,3
2024-12-22,Avocado Coffee / ICE,2
2024-12-22,Capuccino / ICE,2
2024-12-22,Hazelnut Coffee / ICE,2
2024-12-22,Kopi Aren / ICE,9
2024-12-22,Matcha Coffee / ICE,1
2024-12-22,Mocha / ICE,2
2024-12-22,Rum Coffee / ICE,1
2024-12-22,Salted Caramel Machiato / ICE,1
2024-12-23,Americano / ICE,4
2024-12-23,Hazelnut Coffee / ICE,1
2024-12-23,Kopi Aren / ICE,4
2024-12-24,Americano / ICE,2
2024-12-24,Espresso / HOT,1
2024-12-24,Kopi Aren / HOT,1
2024-12-24,Kopi Aren / ICE,2
2024-12-25,#NAME?,1
2024-12-25,Americano / ICE,3
2024-12-25,Butterscotch Coffee / ICE,1
2024-12-25,Capuccino / ICE,4
2024-12-25,Hazelnut Coffee / HOT,1
2024-12-25,Hazelnut Coffee / ICE,4
2024-12-25,Kopi Aren / HOT,2
2024-12-25,Kopi Aren / ICE,6
2024-12-25,Kopi Pandan / ICE,1
2024-12-25,Rum Coffee / ICE,1
2024-12-25,Salted Caramel Machiato / ICE,2
2024-12-26,#NAME?,1
2024-12-26,Americano / ICE,1
2024-12-26,Capuccino / ICE,4
2024-12-26,Hazelnut Coffee / HOT,1
2024-12-26,Hazelnut Coffee / ICE,2
2024-12-26,Kopi Aren / ICE,14
2024-12-26,Salted Caramel Machiato / ICE,1
2024-12-27,Americano / ICE,3
2024-12-27,Hazelnut Coffee / ICE,2
2024-12-27,Kopi Aren / ICE,10
2024-12-27,Salted Caramel Machiato / ICE,1
2024-12-27,Signature Coffee / ICE,1
2024-12-28,Americano / ICE,8
2024-12-28,Hazelnut Coffee / ICE,3
2024-12-28,Kopi Aren / HOT,3
2024-12-28,Kopi Aren / ICE,4
2024-12-28,Strawberry Coffee / ICE,1
2024-12-29,Americano / HOT,1
2024-12-29,Americano / ICE,2
2024-12-29,Hazelnut Coffee / ICE,1
2024-12-29,Kopi Aren / ICE,5
2024-12-29,Matcha Coffee / ICE,1
2024-12-29,Salted Caramel Machiato / ICE,1
2024-12-30,Butterscotch Coffee / ICE,1
2024-12-30,Hazelnut Coffee / ICE,2
2024-12-30,Kopi Aren / ICE,7
2024-12-30,Salted Caramel Machiato / ICE,3
2024-12-31,Americano / ICE,3
2024-12-31,Hazelnut Coffee / ICE,2
2024-12-31,Kopi Aren / ICE,6
2024-12-31,Kopi Pandan / ICE,1
2024-12-31,Rum Coffee / ICE,1
2024-12-31,Salted Caramel Machiato / ICE,1
2025-01-01,Americano / HOT,1
2025-01-01,Capuccino / ICE,2
2025-01-01,Hazelnut Coffee / ICE,1
2025-01-01,Kopi Aren / ICE,2
2025-01-01,Salted Caramel Machiato / HOT,1
2025-01-01,Strawberry Coffee / ICE,1
2025-01-02,Americano / ICE,2
2025-01-02,Avocado Coffee / ICE,1
2025-01-02,Butterscotch Coffee / ICE,2
2025-01-02,Hazelnut Coffee / ICE,2
2025-01-02,Kopi Aren / ICE,3
2025-01-02,Longblack / HOT,1
2025-01-02,Mocha / ICE,1
2025-01-03,Americano / HOT,1
2025-01-03,Americano / ICE,3
2025-01-03,Butterscotch Coffee / ICE,1
2025-01-03,Hazelnut Coffee / ICE,1
2025-01-03,Kopi Aren / ICE,5
2025-01-03,Rum Coffee / ICE,1
2025-01-03,Signature Coffee / ICE,1
2025-01-04,Americano / ICE,1
2025-01-04,Avocado Coffee / ICE,1
2025-01-04,Butterscotch Coffee / ICE,2
2025-01-04,Capuccino / ICE,1
2025-01-04,Espresso / ICE,1
2025-01-04,Hazelnut Coffee / ICE,1
2025-01-04,Kopi Aren / ICE,3
2025-01-05,Hazelnut Coffee / ICE,1
2025-01-05,Kopi Aren / HOT,2
2025-01-05,Kopi Aren / ICE,4
2025-01-05,Matcha Coffee / ICE,3
2025-01-05,Mocha / ICE,1
2025-01-06,Americano / HOT,1
2025-01-06,Capuccino / ICE,2
2025-01-06,Hazelnut Coffee / ICE,4
2025-01-06,Kopi Aren / ICE,1
2025-01-06,Longblack / ICE,1
2025-01-06,Salted Caramel Machiato / ICE,1
2025-01-06,Signature Coffee / ICE,1
2025-01-07,#NAME?,1
2025-01-07,Americano / HOT,1
2025-01-07,Americano / ICE,3
2025-01-07,Hazelnut Coffee / ICE,6
2025-01-07,Kopi Aren / ICE,6
2025-01-07,Salted Caramel Machiato / ICE,1
2025-01-08,Americano / ICE,4
2025-01-08,Hazelnut Coffee / HOT,1
2025-01-08,Hazelnut Coffee / ICE,1
2025-01-08,Kopi Aren / HOT,3
2025-01-08,Kopi Aren / ICE,5
2025-01-08,Rum Coffee / ICE,2
2025-01-08,Salted Caramel Machiato / HOT,2
2025-01-08,Signature Coffee / ICE,2
2025-01-09,Americano / HOT,1
2025-01-09,Americano / ICE,2
2025-01-09,Capuccino / ICE,2
2025-01-09,Hazelnut Coffee / ICE,1
2025-01-09,Kopi Aren / ICE,2
2025-01-09,Salted Caramel Machiato / ICE,3
2025-01-09,Signature Coffee / ICE,1
2025-01-10,Americano / HOT,1
2025-01-10,Avocado Coffee / HOT,1
2025-01-10,Butterscotch Coffee / ICE,1
2025-01-10,Capuccino / ICE,1
2025-01-10,Hazelnut Coffee / ICE,5
2025-01-10,Kopi Aren / HOT,1
2025-01-10,Kopi Aren / ICE,1
2025-01-10,Kopi Pandan / ICE,1
2025-01-10,Rum Coffee / ICE,2
2025-01-10,Salted Caramel Machiato / ICE,3
2025-01-11,Americano / ICE,6
2025-01-11,Butterscotch Coffee / ICE,1
2025-01-11,Capuccino / ICE,1
2025-01-11,Hazelnut Coffee / ICE,1
2025-01-11,Kopi Aren / HOT,2
2025-01-11,Kopi Aren / ICE,30
2025-01-11,Kopi Pandan / HOT,1
2025-01-11,Salted Caramel Machiato / HOT,1
2025-01-11,Salted Caramel Machiato / ICE,1
2025-01-11,Strawberry Coffee / HOT,1
2025-01-12,Americano / ICE,1
2025-01-12,Butterscotch Coffee / ICE,1
2025-01-12,Hazelnut Coffee / HOT,1
2025-01-12,Mocha / ICE,1
2025-01-12,Rum Coffee / ICE,1
2025-01-12,Salted Caramel Machiato / ICE,1
2025-01-12,Strawberry Coffee / ICE,1
2025-01-13,Avocado Coffee / ICE,3
2025-01-13,Capuccino / ICE,1
2025-01-13,Hazelnut Coffee / ICE,1
2025-01-13,Kopi Aren / HOT,3
2025-01-13,Kopi Aren / ICE,3
2025-01-13,Rum Coffee / ICE,4
2025-01-13,Salted Caramel Machiato / ICE,1
2025-01-14,Americano / ICE,1
2025-01-14,Butterscotch Coffee / ICE,1
2025-01-14,Capuccino / ICE,4
2025-01-14,Hazelnut Coffee / HOT,2
2025-01-14,Kopi Aren / HOT,2
2025-01-14,Kopi Aren / ICE,3
2025-01-14,Kopi Pandan / ICE,1
2025-01-14,Longblack / HOT,1
2025-01-14,Salted Caramel Machiato / HOT,1
2025-01-14,Signature Coffee / ICE,1
2025-01-15,Butterscotch Coffee / ICE,1
2025-01-15,Hazelnut Coffee / ICE,1
2025-01-15,Kopi Aren / ICE,10
2025-01-15,Mocha / ICE,1
2025-01-15,Rum Coffee / ICE,1
2025-01-15,Salted Caramel Machiato / ICE,1
2025-01-16,Americano / ICE,2
2025-01-16,Avocado Coffee / ICE,2
2025-01-16,Capuccino / ICE,2
2025-01-16,Kopi Aren / ICE,1
2025-01-17,Capuccino / HOT,1
2025-01-17,Hazelnut Coffee / HOT,1
2025-01-17,Hazelnut Coffee / ICE,1
2025-01-17,Kopi Aren / ICE,5
2025-01-18,Americano / HOT,2
2025-01-18,Capuccino / ICE,1
2025-01-18,Kopi Aren / HOT,2
2025-01-18,Kopi Aren / ICE,7
2025-01-18,Longblack / ICE,1
2025-01-18,Salted Caramel Machiato / ICE,1
2025-01-18,Signature Coffee / ICE,1
2025-01-19,Butterscotch Coffee / ICE,1
2025-01-19,Hazelnut Coffee / ICE,2
2025-01-19,Kopi Aren / HOT,3
2025-01-19,Kopi Aren / ICE,2
2025-01-19,Kopi Pandan / ICE,1
2025-01-19,Longblack / ICE,1
2025-01-19,Signature Coffee / ICE,1
2025-01-20,Americano / ICE,1
2025-01-20,Rum Coffee / ICE,1
2025-01-20,Salted Caramel Machiato / ICE,1
2025-01-21,Butterscotch Coffee / ICE,1
2025-01-21,Capuccino / HOT,1
2025-01-21,Capuccino / ICE,1
2025-01-21,Hazelnut Coffee / ICE,3
2025-01-21,Kopi Aren / ICE,4
2025-01-22,Americano / HOT,2
2025-01-22,Espresso / HOT,1
2025-01-22,Kopi Aren / ICE,1
2025-01-22,Rum Coffee / ICE,1
2025-01-23,Americano / ICE,2
2025-01-23,Capuccino / ICE,1
2025-01-23,Hazelnut Coffee / ICE,1
2025-01-23,Kopi Aren / HOT,2
2025-01-23,Kopi Aren / ICE,2
2025-01-23,Matcha Coffee / ICE,1
2025-01-24,Americano / HOT,1
2025-01-24,Americano / ICE,2
2025-01-24,Capuccino / ICE,1
2025-01-24,Hazelnut Coffee / ICE,1
2025-01-24,Kopi Aren / ICE,6
2025-01-24,Mocha / HOT,1
2025-01-24,Mocha / ICE,1
2025-01-24,Salted Caramel Machiato / ICE,1
2025-01-25,Americano / ICE,2
2025-01-25,Capuccino / ICE,3
2025-01-25,Hazelnut Coffee / HOT,1
2025-01-25,Kopi Aren / HOT,1
2025-01-25,Kopi Aren / ICE,5
2025-01-25,Kopi Pandan / ICE,1
2025-01-25,Salted Caramel Machiato / ICE,2
2025-01-26,Americano / HOT,1
2025-01-26,Americano / ICE,2
2025-01-26,Butterscotch Coffee / ICE,2
2025-01-26,Capuccino / ICE,1
2025-01-26,Hazelnut Coffee / HOT,1
2025-01-26,Hazelnut Coffee / ICE,3
2025-01-26,Kopi Aren / ICE,9
2025-01-26,Longblack / HOT,1
2025-01-26,Mocha / ICE,1
2025-01-26,Rum Coffee / ICE,1
2025-01-26,Salted Caramel Machiato / ICE,2
2025-01-27,Butterscotch Coffee / ICE,1
2025-01-27,Capuccino / ICE,1
2025-01-27,Hazelnut Coffee / ICE,2
2025-01-27,Kopi Aren / HOT,1
2025-01-27,Kopi Aren / ICE,5
2025-01-27,Mocha / ICE,1
2025-01-27,Strawberry Coffee / HOT,1
2025-01-28,Capuccino / ICE,2
2025-01-28,Espresso / HOT,1
2025-01-28,Hazelnut Coffee / ICE,2
2025-01-28,Kopi Aren / ICE,1
2025-01-28,Salted Caramel Machiato / ICE,1
2025-01-29,Americano / HOT,1
2025-01-29,Americano / ICE,1
2025-01-29,Avocado Coffee / ICE,1
2025-01-29,Capuccino / ICE,1
2025-01-29,Hazelnut Coffee / HOT,2
2025-01-29,Hazelnut Coffee / ICE,2
2025-01-29,Kopi Aren / HOT,2
2025-01-29,Kopi Aren / ICE,4
2025-01-29,Salted Caramel Machiato / ICE,1
2025-01-30,#NAME?,2
2025-01-30,Americano / HOT,2
2025-01-30,Americano / ICE,1
2025-01-30,Hazelnut Coffee / ICE,3
2025-01-30,Kopi Aren / ICE,3
2025-01-30,Rum Coffee / HOT,2
2025-01-30,Salted Caramel Machiato / ICE,2
2025-01-31,Americano / HOT,1
2025-01-31,Capuccino / ICE,4
2025-01-31,Espresso / HOT,1
2025-01-31,Hazelnut Coffee / ICE,2
2025-01-31,Kopi Aren / ICE,6
2025-01-31,Kopi Pandan / HOT,1
2025-01-31,Rum Coffee / ICE,1
2025-02-01,Americano / HOT,1
2025-02-01,Americano / ICE,4
2025-02-01,Butterscotch Coffee / ICE,1
2025-02-01,Capuccino / HOT,1
2025-02-01,Hazelnut Coffee / ICE,2
2025-02-01,Kopi Aren / ICE,4
2025-02-01,Longblack / HOT,1
2025-02-01,Oat Latte / ICE,1
2025-02-01,Salted Caramel Machiato / ICE,1
2025-02-02,Butterscotch Coffee / ICE,1
2025-02-02,Capuccino / ICE,1
2025-02-02,Hazelnut Coffee / ICE,3
2025-02-02,Kopi Aren / ICE,2
2025-02-02,Rum Coffee / ICE,2
2025-02-02,Salted Caramel Machiato / ICE,1
2025-02-03,Butterscotch Coffee / ICE,1
2025-02-03,Capuccino / ICE,1
2025-02-03,Hazelnut Coffee / ICE,2
2025-02-03,Kopi Aren / HOT,14
2025-02-03,Kopi Aren / ICE,1
2025-02-03,Salted Caramel Machiato / ICE,1
2025-02-04,Butterscotch Coffee / ICE,3
2025-02-04,Capuccino / HOT,2
2025-02-04,Capuccino / ICE,4
2025-02-04,Hazelnut Coffee / ICE,1
2025-02-05,Kopi Aren / HOT,1
2025-02-05,Kopi Aren / ICE,5
2025-02-05,Salted Caramel Machiato / ICE,1
2025-02-06,Americano / HOT,1
2025-02-06,Avocado Coffee / HOT,1
2025-02-06,Butterscotch Coffee / ICE,2
2025-02-06,Kopi Aren / HOT,3
2025-02-06,Kopi Aren / ICE,2
2025-02-06,Matcha Coffee / ICE,1
2025-02-06,Salted Caramel Machiato / ICE,1
2025-02-07,Americano / ICE,1
2025-02-07,Avocado Coffee / ICE,1
2025-02-07,Capuccino / ICE,1
2025-02-07,Hazelnut Coffee / ICE,1
2025-02-07,Kopi Aren / ICE,3
2025-02-07,Salted Caramel Machiato / ICE,1
2025-02-07,Strawberry Coffee / ICE,1
2025-02-08,Americano / ICE,5
2025-02-08,Capuccino / ICE,7
2025-02-08,Hazelnut Coffee / ICE,3
2025-02-08,Kopi Aren / HOT,1
2025-02-08,Kopi Aren / ICE,11
2025-02-08,Longblack / HOT,1
2025-02-08,Matcha Coffee / ICE,1
2025-02-08,Rum Coffee / ICE,3
2025-02-09,#NAME?,1
2025-02-09,Americano / HOT,2
2025-02-09,Americano / ICE,3
2025-02-09,Butterscotch Coffee / ICE,1
2025-02-09,Capuccino / ICE,1
2025-02-09,Espresso / HOT,3
2025-02-09,Espresso / ICE,1
2025-02-09,Hazelnut Coffee / HOT,2
2025-02-09,Hazelnut Coffee / ICE,3
2025-02-09,Kopi Aren / ICE,8
2025-02-09,Rum Coffee / ICE,1
2025-02-09,Salted Caramel Machiato / ICE,1
2025-02-10,Americano / HOT,1
2025-02-10,Capuccino / HOT,2
2025-02-10,Hazelnut Coffee / ICE,1
2025-02-10,Kopi Aren / ICE,2
2025-02-10,Kopi Pandan / ICE,1
2025-02-10,Salted Caramel Machiato / ICE,1
2025-02-11,Americano / ICE,1
2025-02-11,Butterscotch Coffee / ICE,1
2025-02-11,Capuccino / HOT,1
2025-02-11,Capuccino / ICE,2
