tanggal,Produk,penjualan
2024-12-20,Kopi Aren,8
2024-12-20,Kopi Pandan,1
2024-12-21,Americano,11
2024-12-21,Avocado Coffee,1
2024-12-21,Butterscotch Coffee,1
2024-12-21,Capuccino,1
2024-12-21,Hazelnut Coffee,1
2024-12-21,Kopi Aren,10
2024-12-21,Kopi Pandan,1
2024-12-21,Rum Coffee,2
2024-12-21,Signature Coffee,1
2024-12-21,Strawberry Coffee,1
2024-12-22,Americano,6
2024-12-22,Avocado Coffee,2
2024-12-22,Butterscotch Coffee,1
2024-12-22,Capuccino,2
2024-12-22,Hazelnut Coffee,2
2024-12-22,Kopi Aren,11
2024-12-22,Matcha Coffee,2
2024-12-22,Rum Coffee,1
2024-12-23,Americano,4
2024-12-23,Hazelnut Coffee,1
2024-12-23,Kopi Aren,5
2024-12-24,Americano,2
2024-12-24,Avocado Coffee,1
2024-12-24,Capuccino,1
2024-12-24,Espresso,1
2024-12-24,Hazelnut Coffee,2
2024-12-24,Kopi Aren,4
2024-12-25,Americano,8
2024-12-25,Avocado Coffee,1
2024-12-25,Butterscotch Coffee,3
2024-12-25,Capuccino,4
2024-12-25,Hazelnut Coffee,5
2024-12-25,Kopi Aren,12
2024-12-25,Kopi Pandan,1
2024-12-25,Rum Coffee,1
2024-12-25,Signature Coffee,1
2024-12-26,Americano,5
2024-12-26,Butterscotch Coffee,2
2024-12-26,Capuccino,9
2024-12-26,Hazelnut Coffee,5
2024-12-26,Kopi Aren,17
2024-12-26,Matcha Coffee,1
2024-12-26,Rum Coffee,2
2024-12-26,Signature Coffee,1
2024-12-27,Americano,3
2024-12-27,Hazelnut Coffee,3
2024-12-27,Kopi Aren,10
2024-12-27,Signature Coffee,1
2024-12-28,Americano,9
2024-12-28,Butterscotch Coffee,1
2024-12-28,Capuccino,2
2024-12-28,Hazelnut Coffee,5
2024-12-28,Kopi Aren,10
2024-12-28,Kopi Pandan,1
2024-12-28,Strawberry Coffee,2
2024-12-29,Americano,4
2024-12-29,Butterscotch Coffee,1
2024-12-29,Capuccino,1
2024-12-29,Hazelnut Coffee,1
2024-12-29,Kopi Aren,8
2024-12-29,Matcha Coffee,3
2024-12-29,Strawberry Coffee,1
2024-12-30,Americano,1
2024-12-30,Butterscotch Coffee,1
2024-12-30,Hazelnut Coffee,4
2024-12-30,Kopi Aren,9
2024-12-31,Americano,3
2024-12-31,Avocado Coffee,2
2024-12-31,Butterscotch Coffee,2
2024-12-31,Hazelnut Coffee,8
2024-12-31,Kopi Aren,6
2024-12-31,Kopi Pandan,2
2024-12-31,Rum Coffee,1
2025-01-01,Americano,3
2025-01-01,Butterscotch Coffee,1
2025-01-01,Capuccino,5
2025-01-01,Hazelnut Coffee,4
2025-01-01,Kopi Aren,3
2025-01-01,Matcha Coffee,2
2025-01-01,Signature Coffee,1
2025-01-01,Strawberry Coffee,1
2025-01-02,Americano,5
2025-01-02,Avocado Coffee,1
2025-01-02,Butterscotch Coffee,2
2025-01-02,Capuccino,1
2025-01-02,Hazelnut Coffee,4
2025-01-02,Kopi Aren,9
2025-01-02,Rum Coffee,1
2025-01-02,Signature Coffee,1
2025-01-03,Americano,7
2025-01-03,Butterscotch Coffee,1
2025-01-03,Capuccino,2
2025-01-03,Hazelnut Coffee,3
2025-01-03,Kopi Aren,8
2025-01-03,Kopi Pandan,1
2025-01-03,Rum Coffee,1
2025-01-03,Signature Coffee,2
2025-01-04,Americano,1
2025-01-04,Avocado Coffee,1
2025-01-04,Butterscotch Coffee,2
2025-01-04,Capuccino,1
2025-01-04,Espresso,1
2025-01-04,Hazelnut Coffee,3
2025-01-04,Kopi Aren,20
2025-01-04,Matcha Coffee,1
2025-01-04,Signature Coffee,1
2025-01-04,Strawberry Coffee,1
2025-01-05,Americano,1
2025-01-05,Avocado Coffee,1
2025-01-05,Butterscotch Coffee,1
2025-01-05,Hazelnut Coffee,2
2025-01-05,Kopi Aren,8
2025-01-05,Matcha Coffee,4
2025-01-06,Americano,2
2025-01-06,Capuccino,3
2025-01-06,Hazelnut Coffee,4
2025-01-06,Kopi Aren,2
2025-01-06,Signature Coffee,1
2025-01-07,Americano,6
2025-01-07,Capuccino,1
2025-01-07,Espresso,1
2025-01-07,Hazelnut Coffee,6
2025-01-07,Kopi Aren,8
2025-01-07,Matcha Coffee,1
2025-01-08,Americano,5
2025-01-08,Hazelnut Coffee,2
2025-01-08,Kopi Aren,12
2025-01-08,Rum Coffee,2
2025-01-08,Signature Coffee,2
2025-01-09,Americano,6
2025-01-09,Capuccino,2
2025-01-09,Hazelnut Coffee,1
2025-01-09,Kopi Aren,4
2025-01-09,Signature Coffee,1
2025-01-10,Americano,1
2025-01-10,Avocado Coffee,1
2025-01-10,Butterscotch Coffee,2
2025-01-10,Capuccino,3
2025-01-10,Hazelnut Coffee,6
2025-01-10,Kopi Aren,3
2025-01-10,Kopi Pandan,1
2025-01-10,Matcha Coffee,1
2025-01-10,Rum Coffee,3
2025-01-11,Americano,8
2025-01-11,Avocado Coffee,2
2025-01-11,Butterscotch Coffee,2
2025-01-11,Capuccino,2
2025-01-11,Hazelnut Coffee,2
2025-01-11,Kopi Aren,38
2025-01-11,Kopi Pandan,2
2025-01-11,Rum Coffee,1
2025-01-11,Strawberry Coffee,1
2025-01-12,Americano,1
2025-01-12,Butterscotch Coffee,2
2025-01-12,Hazelnut Coffee,1
2025-01-12,Kopi Aren,1
2025-01-12,Rum Coffee,1
2025-01-12,Strawberry Coffee,1
2025-01-13,Avocado Coffee,3
2025-01-13,Capuccino,3
2025-01-13,Hazelnut Coffee,1
2025-01-13,Kopi Aren,7
2025-01-13,Rum Coffee,4
2025-01-13,Signature Coffee,1
2025-01-14,Americano,2
2025-01-14,Butterscotch Coffee,1
2025-01-14,Capuccino,5
2025-01-14,Hazelnut Coffee,3
2025-01-14,Kopi Aren,7
2025-01-14,Kopi Pandan,1
2025-01-14,Signature Coffee,1
2025-01-15,Americano,1
2025-01-15,Avocado Coffee,2
2025-01-15,Butterscotch Coffee,1
2025-01-15,Capuccino,1
2025-01-15,Hazelnut Coffee,3
2025-01-15,Kopi Aren,10
2025-01-15,Matcha Coffee,1
2025-01-15,Rum Coffee,3
2025-01-16,Americano,2
2025-01-16,Avocado Coffee,2
2025-01-16,Capuccino,3
2025-01-16,Kopi Aren,3
2025-01-16,Kopi Pandan,1
2025-01-16,Strawberry Coffee,2
2025-01-17,Americano,5
2025-01-17,Capuccino,2
2025-01-17,Hazelnut Coffee,2
2025-01-17,Kopi Aren,9
2025-01-18,Americano,3
2025-01-18,Capuccino,4
2025-01-18,Kopi Aren,10
2025-01-18,Signature Coffee,1
2025-01-19,Americano,3
2025-01-19,Butterscotch Coffee,1
2025-01-19,Hazelnut Coffee,2
2025-01-19,Kopi Aren,6
2025-01-19,Kopi Pandan,1
2025-01-19,Signature Coffee,1
2025-01-20,Americano,1
2025-01-20,Capuccino,2
2025-01-20,Hazelnut Coffee,3
2025-01-20,Kopi Aren,2
2025-01-20,Rum Coffee,2
2025-01-21,Butterscotch Coffee,1
2025-01-21,Capuccino,2
2025-01-21,Hazelnut Coffee,3
2025-01-21,Kopi Aren,6
2025-01-22,Americano,3
2025-01-22,Espresso,1
2025-01-22,Kopi Aren,4
2025-01-22,Rum Coffee,2
2025-01-23,Americano,3
2025-01-23,Capuccino,1
2025-01-23,Hazelnut Coffee,1
2025-01-23,Kopi Aren,8
2025-01-23,Matcha Coffee,1
2025-01-23,Rum Coffee,1
2025-01-24,Americano,6
2025-01-24,Butterscotch Coffee,1
2025-01-24,Capuccino,2
2025-01-24,Hazelnut Coffee,1
2025-01-24,Kopi Aren,7
2025-01-25,Americano,2
2025-01-25,Butterscotch Coffee,2
2025-01-25,Capuccino,6
2025-01-25,Hazelnut Coffee,4
2025-01-25,Kopi Aren,8
2025-01-25,Kopi Pandan,1
2025-01-25,Matcha Coffee,1
2025-01-26,Americano,4
2025-01-26,Avocado Coffee,1
2025-01-26,Butterscotch Coffee,3
2025-01-26,Capuccino,1
2025-01-26,Hazelnut Coffee,4
2025-01-26,Kopi Aren,18
2025-01-26,Rum Coffee,4
2025-01-27,Butterscotch Coffee,2
2025-01-27,Capuccino,1
2025-01-27,Hazelnut Coffee,3
2025-01-27,Kopi Aren,6
2025-01-27,Strawberry Coffee,1
2025-01-28,Americano,3
2025-01-28,Capuccino,2
2025-01-28,Espresso,1
2025-01-28,Hazelnut Coffee,7
2025-01-28,Kopi Aren,1
2025-01-28,Matcha Coffee,1
2025-01-29,Americano,2
2025-01-29,Avocado Coffee,1
2025-01-29,Capuccino,1
2025-01-29,Hazelnut Coffee,4
2025-01-29,Kopi Aren,21
2025-01-29,Matcha Coffee,1
2025-01-30,Americano,4
2025-01-30,Capuccino,1
2025-01-30,Espresso,4
2025-01-30,Hazelnut Coffee,3
2025-01-30,Kopi Aren,5
2025-01-30,Rum Coffee,2
2025-01-31,Americano,2
2025-01-31,Avocado Coffee,1
2025-01-31,Butterscotch Coffee,1
2025-01-31,Capuccino,6
2025-01-31,Espresso,1
2025-01-31,Hazelnut Coffee,4
2025-01-31,Kopi Aren,7
2025-01-31,Kopi Pandan,1
2025-01-31,Oat Latte,3
2025-01-31,Rum Coffee,1
2025-02-01,Americano,7
2025-02-01,Butterscotch Coffee,1
2025-02-01,Capuccino,1
2025-02-01,Hazelnut Coffee,2
2025-02-01,Kopi Aren,4
2025-02-01,Oat Latte,1
2025-02-02,Americano,1
2025-02-02,Butterscotch Coffee,2
2025-02-02,Capuccino,1
2025-02-02,Hazelnut Coffee,4
2025-02-02,Kopi Aren,6
2025-02-02,Kopi Pandan,1
2025-02-02,Rum Coffee,3
2025-02-03,Butterscotch Coffee,1
2025-02-03,Capuccino,2
2025-02-03,Hazelnut Coffee,2
2025-02-03,Kopi Aren,19
2025-02-03,Oat Latte,1
2025-02-04,Americano,1
2025-02-04,Butterscotch Coffee,4
2025-02-04,Capuccino,6
2025-02-04,Hazelnut Coffee,1
2025-02-04,Kopi Aren,2
2025-02-05,Americano,3
2025-02-05,Butterscotch Coffee,1
2025-02-05,Hazelnut Coffee,1
2025-02-05,Kopi Aren,7
2025-02-06,Americano,3
2025-02-06,Avocado Coffee,4
2025-02-06,Butterscotch Coffee,2
2025-02-06,Capuccino,1
2025-02-06,Hazelnut Coffee,1
2025-02-06,Kopi Aren,7
2025-02-06,Matcha Coffee,1
2025-02-07,Americano,2
2025-02-07,Avocado Coffee,2
2025-02-07,Capuccino,3
2025-02-07,Hazelnut Coffee,2
2025-02-07,Kopi Aren,8
2025-02-07,Strawberry Coffee,1
2025-02-08,Americano,7
2025-02-08,Avocado Coffee,1
2025-02-08,Butterscotch Coffee,2
2025-02-08,Capuccino,8
2025-02-08,Hazelnut Coffee,6
2025-02-08,Kopi Aren,19
2025-02-08,Kopi Pandan,2
2025-02-08,Matcha Coffee,2
2025-02-08,Rum Coffee,4
2025-02-09,Americano,7
2025-02-09,Avocado Coffee,1
2025-02-09,Butterscotch Coffee,1
2025-02-09,Capuccino,6
2025-02-09,Espresso,5
2025-02-09,Hazelnut Coffee,5
2025-02-09,Kopi Aren,11
2025-02-09,Kopi Pandan,1
2025-02-09,Oat Latte,3
2025-02-09,Rum Coffee,2
2025-02-10,Americano,4
2025-02-10,Avocado Coffee,1
2025-02-10,Capuccino,3
2025-02-10,Hazelnut Coffee,2
2025-02-10,Kopi Aren,6
2025-02-10,Kopi Pandan,1
2025-02-11,Americano,1
2025-02-11,Butterscotch Coffee,1
2025-02-11,Capuccino,6
2025-02-11,Espresso,2
2025-02-11,Hazelnut Coffee,4
2025-02-11,Kopi Aren,13
2025-02-11,Matcha Coffee,1
2025-02-11,Oat Latte,1
2025-02-11,Rum Coffee,2
2025-02-11,Signature Coffee,2
2025-02-12,Americano,1
2025-02-12,Butterscotch Coffee,1
2025-02-12,Capuccino,3
2025-02-12,Espresso,1
2025-02-12,Hazelnut Coffee,3
2025-02-12,Kopi Aren,5
2025-02-12,Rum Coffee,1
2025-02-13,Americano,5
2025-02-13,Capuccino,4
2025-02-13,Hazelnut Coffee,2
2025-02-13,Kopi Aren,4
2025-02-14,Americano,4
2025-02-14,Capuccino,5
2025-02-14,Hazelnut Coffee,1
2025-02-14,Kopi Aren,10
2025-02-15,Americano,4
2025-02-15,Avocado Coffee,1
2025-02-15,Butterscotch Coffee,1
2025-02-15,Capuccino,4
2025-02-15,Espresso,1
2025-02-15,Hazelnut Coffee,2
2025-02-15,Kopi Aren,7
2025-02-15,Kopi Pandan,1
2025-02-15,Matcha Coffee,3
2025-02-15,Oat Latte,2
2025-02-15,Signature Coffee,1
2025-02-16,Americano,7
2025-02-16,Butterscotch Coffee,1
2025-02-16,Capuccino,3
2025-02-16,Hazelnut Coffee,4
2025-02-16,Kopi Aren,7
2025-02-16,Kopi Pandan,1
2025-02-16,Signature Coffee,1
2025-02-16,Strawberry Coffee,1
2025-02-17,Americano,2
2025-02-17,Butterscotch Coffee,1
2025-02-17,Capuccino,5
2025-02-17,Hazelnut Coffee,2
2025-02-17,Kopi Aren,7
2025-02-18,Americano,1
2025-02-18,Butterscotch Coffee,1
2025-02-18,Kopi Aren,13
2025-02-18,Oat Latte,3
2025-02-18,Strawberry Coffee,1
2025-02-19,Americano,1
2025-02-19,Butterscotch Coffee,2
2025-02-19,Capuccino,3
2025-02-19,Hazelnut Coffee,4
2025-02-19,Kopi Aren,2
2025-02-19,Oat Latte,1
2025-02-20,Avocado Coffee,1
2025-02-20,Capuccino,6
2025-02-20,Espresso,1
2025-02-20,Hazelnut Coffee,2
2025-02-20,Kopi Aren,5
2025-02-21,Americano,2
2025-02-21,Butterscotch Coffee,1
2025-02-21,Capuccino,8
2025-02-21,Hazelnut Coffee,3
2025-02-21,Kopi Aren,14
2025-02-21,Signature Coffee,1
2025-02-22,Americano,1
2025-02-22,Butterscotch Coffee,3
2025-02-22,Capuccino,1
2025-02-22,Espresso,1
2025-02-22,Kopi Aren,7
2025-02-22,Kopi Pandan,1
2025-02-22,Matcha Coffee,1
2025-02-22,Oat Latte,2
2025-02-22,Rum Coffee,1
2025-02-23,Americano,1
2025-02-23,Avocado Coffee,1
2025-02-23,Butterscotch Coffee,1
2025-02-23,Capuccino,3
2025-02-23,Hazelnut Coffee,8
2025-02-23,Kopi Aren,10
2025-02-23,Signature Coffee,1
2025-02-24,Americano,4
2025-02-24,Butterscotch Coffee,1
2025-02-24,Capuccino,2
2025-02-24,Hazelnut Coffee,1
2025-02-24,Kopi Aren,7
2025-02-24,Rum Coffee,1
2025-02-24,Signature Coffee,1
2025-02-25,Americano,3
2025-02-25,Butterscotch Coffee,1
2025-02-25,Capuccino,1
2025-02-25,Hazelnut Coffee,1
2025-02-25,Kopi Aren,6
2025-02-26,Americano,7
2025-02-26,Butterscotch Coffee,1
2025-02-26,Capuccino,4
2025-02-26,Espresso,2
2025-02-26,Hazelnut Coffee,1
2025-02-26,Kopi Aren,14
2025-02-26,Kopi Pandan,1
2025-02-26,Oat Latte,1
2025-02-26,Signature Coffee,1
2025-02-27,Americano,6
2025-02-27,Butterscotch Coffee,1
2025-02-27,Capuccino,5
2025-02-27,Hazelnut Coffee,2
2025-02-27,Kopi Aren,14
2025-02-27,Oat Latte,1
2025-02-28,Americano,4
2025-02-28,Capuccino,3
2025-02-28,Hazelnut Coffee,2
2025-02-28,Kopi Aren,11
2025-02-28,Kopi Pandan,1
2025-02-28,Oat Latte,1
2025-02-28,Rum Coffee,1
2025-02-28,Signature Coffee,2
2025-03-01,Americano,7
2025-03-01,Butterscotch Coffee,2
2025-03-01,Capuccino,5
2025-03-01,Espresso,1
2025-03-01,Hazelnut Coffee,2
2025-03-01,Kopi Aren,13
2025-03-02,Americano,1
2025-03-02,Avocado Coffee,2
2025-03-02,Butterscotch Coffee,1
2025-03-02,Capuccino,5
2025-03-02,Espresso,2
2025-03-02,Hazelnut Coffee,1
2025-03-02,Kopi Aren,13
2025-03-02,Kopi Pandan,1
2025-03-02,Matcha Coffee,1
2025-03-02,Oat Latte,1
2025-03-02,Signature Coffee,1
2025-03-03,Americano,1
2025-03-03,Capuccino,3
2025-03-03,Hazelnut Coffee,3
2025-03-03,Kopi Aren,8
2025-03-03,Signature Coffee,2
2025-03-03,Strawberry Coffee,1
2025-03-04,Americano,2
2025-03-04,Capuccino,3
2025-03-04,Hazelnut Coffee,3
2025-03-04,Kopi Aren,8
2025-03-04,Rum Coffee,1
2025-03-05,Americano,3
2025-03-05,Butterscotch Coffee,3
2025-03-05,Capuccino,2
2025-03-05,Espresso,1
2025-03-05,Hazelnut Coffee,3
2025-03-05,Kopi Aren,14
2025-03-06,Americano,3
2025-03-06,Butterscotch Coffee,1
2025-03-06,Capuccino,1
2025-03-06,Espresso,1
2025-03-06,Hazelnut Coffee,4
2025-03-06,Kopi Aren,1
2025-03-06,Kopi Pandan,1
2025-03-07,Americano,16
2025-03-07,Capuccino,6
2025-03-07,Hazelnut Coffee,1
2025-03-07,Kopi Aren,23
2025-03-07,Kopi Pandan,1
2025-03-07,Rum Coffee,1
2025-03-07,Signature Coffee,6
2025-03-08,Butterscotch Coffee,3
2025-03-08,Capuccino,2
2025-03-08,Hazelnut Coffee,5
2025-03-08,Kopi Aren,19
2025-03-08,Kopi Pandan,1
2025-03-09,Americano,3
2025-03-09,Butterscotch Coffee,1
2025-03-09,Capuccino,2
2025-03-09,Hazelnut Coffee,7
2025-03-09,Kopi Aren,9
2025-03-09,Oat Latte,1
2025-03-09,Signature Coffee,1
2025-03-09,Strawberry Coffee,1
2025-03-10,Americano,4
2025-03-10,Butterscotch Coffee,1
2025-03-10,Capuccino,6
2025-03-10,Hazelnut Coffee,1
2025-03-10,Kopi Aren,9
2025-03-11,Butterscotch Coffee,1
2025-03-11,Capuccino,1
2025-03-11,Hazelnut Coffee,1
2025-03-11,Kopi Aren,8
2025-03-11,Rum Coffee,3
2025-03-11,Signature Coffee,2
2025-03-12,Americano,5
2025-03-12,Avocado Coffee,2
2025-03-12,Butterscotch Coffee,3
2025-03-12,Capuccino,4
2025-03-12,Kopi Aren,7
2025-03-12,Kopi Pandan,1
2025-03-12,Signature Coffee,1
2025-03-13,Americano,8
2025-03-13,Capuccino,3
2025-03-13,Hazelnut Coffee,1
2025-03-13,Kopi Aren,7
2025-03-13,Kopi Pandan,1
2025-03-13,Signature Coffee,2
2025-03-14,Americano,6
2025-03-14,Avocado Coffee,1
2025-03-14,Butterscotch Coffee,1
2025-03-14,Capuccino,5
2025-03-14,Espresso,2
2025-03-14,Hazelnut Coffee,2
2025-03-14,Kopi Aren,9
2025-03-14,Kopi Pandan,2
2025-03-14,Matcha Coffee,1
2025-03-14,Signature Coffee,4
2025-03-14,Strawberry Coffee,1
2025-03-15,Americano,2
2025-03-15,Avocado Coffee,2
2025-03-15,Butterscotch Coffee,1
2025-03-15,Capuccino,8
2025-03-15,Hazelnut Coffee,3
2025-03-15,Kopi Aren,11
2025-03-15,Kopi Pandan,1
2025-03-16,Americano,8
2025-03-16,Avocado Coffee,1
2025-03-16,Butterscotch Coffee,1
2025-03-16,Capuccino,2
2025-03-16,Hazelnut Coffee,5
2025-03-16,Kopi Aren,9
2025-03-17,Butterscotch Coffee,1
2025-03-17,Capuccino,1
2025-03-17,Hazelnut Coffee,2
2025-03-17,Kopi Aren,7
2025-03-17,Rum Coffee,1
2025-03-17,Strawberry Coffee,1
2025-03-18,Americano,2
2025-03-18,Capuccino,1
2025-03-18,Hazelnut Coffee,6
2025-03-18,Kopi Aren,6
2025-03-18,Signature Coffee,2
2025-03-19,Americano,8
2025-03-19,Butterscotch Coffee,1
2025-03-19,Capuccino,5
2025-03-19,Hazelnut Coffee,4
2025-03-19,Kopi Aren,11
2025-03-19,Matcha Coffee,1
2025-03-20,Butterscotch Coffee,3
2025-03-20,Capuccino,4
2025-03-20,Espresso,1
2025-03-20,Hazelnut Coffee,4
2025-03-20,Kopi Aren,4
2025-03-20,Rum Coffee,1
2025-03-21,Americano,8
2025-03-21,Butterscotch Coffee,2
2025-03-21,Capuccino,2
2025-03-21,Espresso,3
2025-03-21,Hazelnut Coffee,7
2025-03-21,Kopi Aren,8
2025-03-21,Matcha Coffee,1
2025-03-21,Rum Coffee,2
2025-03-21,Signature Coffee,3
2025-03-22,Americano,7
2025-03-22,Butterscotch Coffee,1
2025-03-22,Capuccino,3
2025-03-22,Hazelnut Coffee,4
2025-03-22,Kopi Aren,11
2025-03-22,Kopi Pandan,2
2025-03-22,Rum Coffee,1
2025-03-22,Signature Coffee,1
2025-03-23,Americano,1
2025-03-23,Butterscotch Coffee,1
2025-03-23,Capuccino,3
2025-03-23,Espresso,2
2025-03-23,Hazelnut Coffee,3
2025-03-23,Kopi Aren,8
2025-03-23,Kopi Pandan,2
2025-03-23,Matcha Coffee,2
2025-03-23,Rum Coffee,1
2025-03-23,Signature Coffee,1
2025-03-24,Americano,3
2025-03-24,Avocado Coffee,1
2025-03-24,Butterscotch Coffee,1
2025-03-24,Capuccino,4
2025-03-24,Espresso,1
2025-03-24,Kopi Aren,6
2025-03-24,Kopi Pandan,1
2025-03-24,Signature Coffee,2
2025-03-25,Americano,2
2025-03-25,Espresso,2
2025-03-25,Hazelnut Coffee,3
2025-03-25,Kopi Aren,8
2025-03-25,Kopi Pandan,1
2025-03-26,Americano,4
2025-03-26,Avocado Coffee,2
2025-03-26,Butterscotch Coffee,1
2025-03-26,Capuccino,2
2025-03-26,Espresso,1
2025-03-26,Hazelnut Coffee,6
2025-03-26,Kopi Aren,7
2025-03-26,Kopi Pandan,1
2025-03-26,Signature Coffee,2
2025-03-27,Americano,3
2025-03-27,Avocado Coffee,1
2025-03-27,Butterscotch Coffee,2
2025-03-27,Capuccino,2
2025-03-27,Hazelnut Coffee,1
2025-03-27,Kopi Aren,10
2025-03-27,Rum Coffee,1
2025-03-28,Americano,6
2025-03-28,Butterscotch Coffee,2
2025-03-28,Capuccino,5
2025-03-28,Espresso,1
2025-03-28,Hazelnut Coffee,7
2025-03-28,Kopi Aren,14
2025-03-28,Rum Coffee,2
2025-03-28,Signature Coffee,3
2025-03-28,Strawberry Coffee,2
2025-03-29,Americano,5
2025-03-29,Butterscotch Coffee,1
2025-03-29,Capuccino,3
2025-03-29,Espresso,1
2025-03-29,Hazelnut Coffee,1
2025-03-29,Kopi Aren,8
2025-03-29,Matcha Coffee,1
2025-03-29,Signature Coffee,1
2025-03-30,Americano,4
2025-03-30,Avocado Coffee,1
2025-03-30,Butterscotch Coffee,3
2025-03-30,Capuccino,4
2025-03-30,Hazelnut Coffee,2
2025-03-30,Kopi Aren,13
2025-03-30,Matcha Coffee,3
2025-03-30,Rum Coffee,2
2025-03-30,Strawberry Coffee,2
2025-03-31,Americano,5
2025-03-31,Avocado Coffee,1
2025-03-31,Butterscotch Coffee,1
2025-03-31,Capuccino,3
2025-03-31,Espresso,1
2025-03-31,Hazelnut Coffee,1
2025-03-31,Kopi Aren,11
2025-04-01,Americano,2
2025-04-01,Butterscotch Coffee,1
2025-04-01,Capuccino,2
2025-04-01,Hazelnut Coffee,3
2025-04-01,Kopi Aren,8
2025-04-01,Matcha Coffee,2
2025-04-01,Signature Coffee,2
2025-04-02,Americano,12
2025-04-02,Butterscotch Coffee,2
2025-04-02,Capuccino,1
2025-04-02,Hazelnut Coffee,3
2025-04-02,Kopi Aren,11
2025-04-02,Signature Coffee,4
2025-04-03,Americano,2
2025-04-03,Butterscotch Coffee,1
2025-04-03,Capuccino,2
2025-04-03,Kopi Aren,11
2025-04-03,Kopi Pandan,1
2025-04-03,Matcha Coffee,2
2025-04-04,Americano,5
2025-04-04,Avocado Coffee,2
2025-04-04,Butterscotch Coffee,1
2025-04-04,Capuccino,6
2025-04-04,Hazelnut Coffee,4
2025-04-04,Kopi Aren,7
2025-04-05,Americano,14
2025-04-05,Avocado Coffee,1
2025-04-05,Butterscotch Coffee,2
2025-04-05,Capuccino,3
2025-04-05,Hazelnut Coffee,4
2025-04-05,Kopi Aren,12
2025-04-05,Kopi Pandan,1
2025-04-05,Rum Coffee,1
2025-04-06,Americano,4
2025-04-06,Avocado Coffee,1
2025-04-06,Butterscotch Coffee,1
2025-04-06,Capuccino,1
2025-04-06,Espresso,1
2025-04-06,Kopi Aren,9
2025-04-06,Rum Coffee,1
2025-04-06,Signature Coffee,2
2025-04-07,Americano,9
2025-04-07,Avocado Coffee,1
2025-04-07,Butterscotch Coffee,1
2025-04-07,Capuccino,4
2025-04-07,Hazelnut Coffee,2
2025-04-07,Kopi Aren,6
2025-04-07,Matcha Coffee,1
2025-04-07,Rum Coffee,1
2025-04-07,Signature Coffee,1
2025-04-08,Americano,4
2025-04-08,Capuccino,3
2025-04-08,Hazelnut Coffee,2
2025-04-08,Kopi Aren,4
2025-04-08,Kopi Pandan,1
2025-04-08,Matcha Coffee,1
2025-04-08,Rum Coffee,1
2025-04-08,Signature Coffee,2
2025-04-09,Americano,2
2025-04-09,Avocado Coffee,1
2025-04-09,Butterscotch Coffee,1
2025-04-09,Capuccino,3
2025-04-09,Espresso,2
2025-04-09,Hazelnut Coffee,1
2025-04-09,Kopi Aren,7
2025-04-09,Kopi Pandan,3
2025-04-09,Rum Coffee,4
2025-04-10,Americano,1
2025-04-10,Butterscotch Coffee,1
2025-04-10,Espresso,1
2025-04-10,Hazelnut Coffee,1
2025-04-10,Kopi Aren,10
2025-04-10,Rum Coffee,1
2025-04-11,Americano,2
2025-04-11,Butterscotch Coffee,2
2025-04-11,Capuccino,3
2025-04-11,Espresso,3
2025-04-11,Hazelnut Coffee,1
2025-04-11,Kopi Aren,15
2025-04-11,Kopi Pandan,1
2025-04-11,Matcha Coffee,2
2025-04-11,Oat Latte,1
2025-04-11,Signature Coffee,1
2025-04-11,Strawberry Coffee,2
2025-04-12,Americano,3
2025-04-12,Avocado Coffee,1
2025-04-12,Capuccino,2
2025-04-12,Espresso,2
2025-04-12,Hazelnut Coffee,3
2025-04-12,Kopi Aren,9
2025-04-12,Kopi Pandan,1
2025-04-12,Oat Latte,1
2025-04-12,Signature Coffee,3
2025-04-13,Americano,3
2025-04-13,Butterscotch Coffee,3
2025-04-13,Capuccino,3
2025-04-13,Hazelnut Coffee,2
2025-04-13,Kopi Aren,8
2025-04-13,Signature Coffee,1
2025-04-14,Americano,2
2025-04-14,Butterscotch Coffee,1
2025-04-14,Capuccino,3
2025-04-14,Hazelnut Coffee,3
2025-04-14,Kopi Aren,9
2025-04-14,Kopi Pandan,3
2025-04-14,Matcha Coffee,1
2025-04-14,Oat Latte,3
2025-04-14,Strawberry Coffee,1
2025-04-15,Americano,4
2025-04-15,Butterscotch Coffee,1
2025-04-15,Capuccino,3
2025-04-15,Hazelnut Coffee,2
2025-04-15,Kopi Aren,9
2025-04-15,Oat Latte,2
2025-04-15,Rum Coffee,1
2025-04-15,Signature Coffee,2
2025-04-16,Americano,4
2025-04-16,Avocado Coffee,1
2025-04-16,Butterscotch Coffee,1
2025-04-16,Capuccino,1
2025-04-16,Hazelnut Coffee,3
2025-04-16,Kopi Aren,14
2025-04-16,Oat Latte,1
2025-04-17,Americano,7
2025-04-17,Butterscotch Coffee,1
2025-04-17,Capuccino,4
2025-04-17,Espresso,1
2025-04-17,Hazelnut Coffee,2
2025-04-17,Kopi Aren,7
2025-04-17,Matcha Coffee,1
2025-04-17,Oat Latte,1
2025-04-17,Rum Coffee,1
2025-04-17,Signature Coffee,2
2025-04-17,Strawberry Coffee,1
2025-04-18,Americano,1
2025-04-18,Avocado Coffee,1
2025-04-18,Butterscotch Coffee,2
2025-04-18,Capuccino,5
2025-04-18,Espresso,1
2025-04-18,Hazelnut Coffee,5
2025-04-18,Kopi Aren,7
2025-04-18,Matcha Coffee,1
2025-04-18,Rum Coffee,2
2025-04-18,Strawberry Coffee,1
